,asin,reviewText,overall
1110559,B005CWJB5G,"I recently owned a Mac book pro Retina since it came out last summer.  I thought to myself, gee I would love to get a touch screen based laptop with Windows 8,  sounds pretty neat.  I like touch screen tablets.Point is,  I sold the Retina,  and bought a touch screen windows laptop,  one of the highest rated I could find.  (Lenovo Yoga 13).  When you read reviews of Laptops,  all of them have a trade off,  touch pad, build quality, keyboard etc.I had it for 2 days,  and I returned it.  I went back to debating what my next laptop should be.  So I settled on a Mac book Air 13.3 the one mentioned here,  I dont regret it.  And I never have...As soon as I opened the box,  started it up,  typed in my info.  I was home.  The build quality,  speed and attention to detail in a Apple Mac book is second to none.  And you can now run Windows 8 in 10.8.3's version of bootcamp.I am used to the Retina screen and that does show you can see the pixels,  but I know I really dont have a need for the speed and graphics or 8gb of ram the retina provided.Mac book air 13.3 with 1.8ghz Core i5 and 256 SSD with 4gb of ram:Pros:*Backlit keyboard is awesome,  the keys are solid,  easy to recognize when they register as being pressed.*Quiet,  you will never again take for granted how quiet a Mac notebook is until you get a Windows based laptop,  the fan is on  constantly and its audible with those,  to the point of annoying you.*Track Pad is amazing,  it is responsive (again you dont notice how good it is until you try the best Windows based pc).  The quality is just great.*Performance is great,  again you dont notice until you try another laptop with the same specs,  it just works.*App Store, all my apps were waiting for me in the app store once I logged in*Already up to date out of the box,  it had 10.8.3 so it must of just came from the factory*Dual band up to 300mbps wireless,  surprisingly enough the 1200 laptop from Lenovo didn't have this,  when you have 100mb+ Internet speed that gets at most 50mbps on 2.4ghz wifi,  you need 5ghz.  And Mac book air has it  so I get 110mbps+ on wifi.*The amazing balance of weight and speed is great on a Mac book air.  its fast, apps load very quickly and so do web pages.*3.0 USB ports,  when you have an external 3.0 Hard drive, the speed is as fast as an internal. (not ssd speed of course)*The mag safe quick release adapter.  It's amazing no one else has anything like this.  Yanking your expensive laptop off a table isn't exactly fun.  I never seen it happen with a mac book.*Facetime - if you have anyone with an iphone or ipad or another mac book,  facetime is nice without having to hold your phone up.*Battery life is amazing, I get 4 hours of youtube watching or watching movies on a plane.*The speakers are great for how thin they are,  and it gets really loud,  I mean its amazing and they sound as good as it gets for a laptop as thick as a USB port.*Length of the power adapter's power cord.  Its 14 feet long! with the extension attached (6 feet+ from the computer to the block and another 6feet + from block to plug),  or you can just plug the block in the wall (about 6 feet).  Other adapters from other brands are half this length (6 feet or shorter), and when you have your laptop on a Kitchen table, you appreciate that extra length,  The things Apple finds you don't even realize until you get another brand.  This attention to detail is what makes them awesome.Cons:-Windows on  mac book runs so hot temperature wise its insane.  I have seen complaints about this for the 5 years i've been using Mac books.  Why is it impossible for them to let windows properly control the fans?  Its ice cold and silent under Mac OS x unless your playing flash based video or some sort of gpu or cpu intensive task.  But Windows,  just the fact its turned on will turn the computer into a molten piece of metal.Again Apple's attention to detail,  no one has matched it.  I thought I would try out the others after 5 years of living in apple Mac Book world, and I was so disappointed with every other option I went back and I am happy.  HP and Lenovo seem to be the best Windows options,  and every one of them had huge trade off's.  Build quality, or battery life or keyboard or track pad.  Evern after years,  Apple still has all those things mastered and no one else has caught up yet.  That just amazes me.  I am talking about other laptops that are the same price.",5.0
1110560,B005CWJB5G,"The only downsides to this computer are 1) the 128 GB harddrive and 2) the lack of ability to user upgrade components such as RAM.  At first I thought the lack of optical drive would bother me but I realized almost every piece of software can be downloaded and if push comes to shove, you can buy and external optical drive for about $30.Also, the 128 GB harddrive can be expanded with an external hard drive.  The only one that really bothers me is the lack of ability to upgarde yourself.  The 4 GB of RAM is probably not enough but I didn't want to over pay from Apple to get the RAM and the price on Amazon was way cheaper than on the Apple website.Otherwise, this computer rocks and the amazing style, size and design are superb!  Worth the few extra hundred dollar premium to windows based ultra books or sleek books.",5.0
1110561,B005CWJB5G,"If you're a mac fan, and have had the iMac's, mini's, macbook, this is yet another stellar product by Apple. This is my go around macbook I use for work, out and about, etc... And it has worked great. Even does well for higher level processing such as editing home movies, photos, and even some music production. I have yet to find something this air locks up on. I could imagine gaming wouldn't be great, but basic games seem ok; angry birds, and even starcraft worked ok on the macbook air. The 13' is the way to go in my opinion, better screen area. If you go less, might as well buy a iPad....Overall, not going to lie... I'm a person who will buy an apple product anyways, it's what I've trusted all these years... so this IS a bias review. But I also have a windows samsung series 8 laptop, that has just been collecting dust, and I've browsed the ultrabook section, but wasn't thrilled. Apple just has it figured out...Pros: very thin (i got the SPECK clear case for it, just for a little bulk/grip and protection), sleek, good speed, good screenCons: none so far, guess one could say the battery life could be better, I get about 4 1/2 hours of use (constant use, videos, photos, music) which is actually pretty good for not shutting down and only having it sleepSummary: Anyone that needs something that's pretty snazzy looking, yet has the power to do what you want and the classic smoothness of operation that Apple is known for, this is the way to go. The macbook 13 vs the air really didn't have enough difference besides the weight for me to get the pro. Sure, it has the CD drive, but really, who needs a CD drive anymore??",5.0
1110562,B005CWJB5G,"Now that Macs can run Windows, I am glad I can buy Macs and get the best of both worlds.  I purchased my Macbook Air for school.  I am a Sophomore at college and I have used a Macbook Pro, an HP Laptop, and most recently an iPad.  The first two were bulky and added a lot of weight to my backpack.  I ended up leaving the laptops at home and using campus computers instead, negating the purpose of even having a laptop.Next, I tried an iPad.  While it was super easy to carry around and beautiful to use, it wasn't as functional as I'd have liked due to the restrictive software (iOS) and lack of ability to help me with programming in my computer science degree plan.I took a chance and bought the Macbook Air and was instantly relieved of these problems.  It is incredibly light, thus enabling me to carry it around in my backpack and hardly know it is there at all.  You can hold it between your thumb and finger with no problem, it is so light.  It is VERY quiet.  I rarely hear the fan come on.  The screen has a great resolution, and the newer features brought from the Macbook Pro (back-lit keyboard, for example) are a great addition.  I have a Corsair Voyager GT USB 3.0 flash drive and transferring files is insanely quick thanks to the two USB 3.0 ports.  Having one on each side helps a lot.  I have been getting comments about how nice the laptop is.  Please note, I don't use this for gaming so I can't say how powerful it really is.I have not encountered any Wifi issues as some have said.  I did have a little bit of a problem getting Bootcamp to install Windows 7 because it didn't like my USB drive for that.  I had to borrow someone else's drive but it worked a charm then.  I enjoy flipping to Windows to do my programming at school, then switching back to OSX to browse the web and watch movies.  This is the best laptop I have ever bought.-----------------------------------UPDATE: 3/31/2013The Air is still running great. I wanted to add that I have played Portal 2 and a couple of other older games on the laptop and they actually run very well. The only thing is, the fans come on and it can be a little loud once the graphics start churning out.",5.0
1110563,B005CWJB5G,"I am a long-time windows user and this is my first Mac. I've decided to switch to macs because of 1) extremely good experience with iPhones and iPads (I admit they are not perfect, but they are by far the best package I've tried, and I used to be very into gadgets until I started using iPhone/ iPad); 2) saw my roommate using it and was really impressed by the battery life and the size.It's my first week owning it and so far, all I can say is, wow... Mac is just so easy to use! I'm usually pretty good with computers, and by using all the shortcuts and gestures of the trackpad, using the laptop is just such a pleasurable experience!I recommend this 2012 Macbook Air whole-heartedly to anyone who's looking into a portable laptop (as opposed to a workstation, gaming gig, etc).",5.0
1110564,B005CWJB5G,"I always have apple products, so I can't be very helpful with those switching over, but I do love their product.  I find them intuitive.  This Air version, 13&#34; is a perfect size, very slim, lightweight and easy to travel with, but still sturdy and well-made.",5.0
1110565,B005CWJB5G,"This MacBook Air is my 5th Apple product and definitely won't be my last but I am in no way an Apple fangirl though I'm beginning to have a whole new appreciation for all of their products and the whole ecosphere, but I do recognize its faults.  I put off the purchase of a Mac laptop for at least two years trying to make do with my PC.  I bought a high-end Sony Vaio with every feature I wanted except a lighted keyboard.  Other than having to occasionally use Adobe CS and Visual Studio on Windows to do .NET development, I haven't given my old laptop a second thought since I got the Air 3 months ago.I run a Windows virtual machine on my iMac but I didn't want to adulterate this machine with it.  So, I do as much coding as I can using Sublime Text, Coda, and Espresso and only use my Windows machine when I absolutely have to open a project in Visual Studio.  I'm waiting for Adobe CS7 to come out before switching that over to Mac also.  I really like the Mountain Lion OS and am committed to becoming a true Mac user all the time.  The switch from Windows to Mac presents some paradigm shifts for long-time Windows users, and there are quite a few things to get used to especially when using ported programs such as Office for Mac, but otherwise the overall experience is very good and generally well thought-out.  One thing that amazed me was that, out of the box, I literally had this new machine up and running and connected to Dropbox and my mail, contacts and calendar from my iPhone in less than 10 minutes.  I've wrestled with new PCs for over an hour getting up and running so as you can imagine, this was a really refreshing difference.I ordered my Air directly from Apple in order to get an education discount and a back to school gift card that was a better deal than Amazon's.  I upgraded the RAM to 8GB because I knew I was eventually going to be running CS, among other things, and I didn't want to tax the life of the SSD by constantly using the swap space.  Now I really wish I had gone ahead and upgraded the SSD also since the factory software, Office, and a few other programs I've added as well as my music library has me down to around 20GB of free space, yikes.So here goes.  First, the good stuff:1) The battery life.  I am clocking 6-8 hours per charge and that includes running the screen on at least half brightness or higher, having the backlit keyboard on it's lowest light setting, and running several programs including numerous browser tabs.  I've never gotten more than about 3 hours tops off a PC laptop battery, ever, and that's being extremely miserly with consumption.2) The size and weight.  It is almost unbelievably thin and light, especially compared to my old PC laptop which wasn't necessarily huge, but still a big difference.3) The screen.  It is so bright and clear and possesses normal, natural color quality - an absolute must for web designers/developers.  Also the native resolution, at 1440x900, is more pixels in less space (13"" vs. 15.4"") than my Vaio's 1366x768.4) The trackpad.  Hands down the best trackpad any laptop has ever seen.  Your fingers glide over it so smoothly.  When I do have to use my old laptop now, the trackpad feels like someone has left tape on it too long and removed it, leaving behind the sticky stuff.  The multi-touch gesturing is amazing, convenient, and super intuitive.5) The keyboard.  I have achieved my fastest typing speeds yet on this keyboard.  I really liked the keyboard on my Vaio as it was my first PC laptop with the chicklet style keys.  This one is even better in every way possible.6) The speed.  On/off in seconds as opposed to minutes for HDDs.7) The quiet.  Noticeably missing is the sound of any processor/fan/etc.  It's soooo nice.  My Vaio's fan runs nearly constantly.  The only sound I hear right now is the clicking of my fingernails against the keys, pure bliss.8) The App Store.  If you like the App Store for iPhone, you'll very quickly come to love it for the Mac. I was able to quickly connect to some of my favorite apps on my phone and share the data between them.9) Network connections and backups.  Connecting to new networks and running backups couldn't be faster or easier.  Mac has definitely got PC beat in this area by a landslide.  Bluetooth and Wifi are flawless.  Bluetooth on my PCs has always been super spotty.10) Adding peripherals.  No need to install/download anything to connect to your printer and many other peripherals.  I've connected to printers in places I've never been before in a matter of seconds - impossible on a PC.Finally, the not-so-good stuff:1) Most programs, especially those with more mature PC counterparts, don't quite act the same as what I'm accustomed to, specifically in the area of keyboard shortcuts.  Some of them are simply missing, others require more key presses than usual.  We're talking default configuration here though there are a lot of options which can be configured in the preferences.  In this same vein, I am also having a difficult time getting used to clicking the Command key instead of the CTRL key for keyboard shortcuts, especially since my muscle memory wants to press the key that's in the control key position on the Mac which actually happens to be the control key on the Mac, it just doesn't do what a long-time PC user expects it to.2) No dedicated delete, pg up, pg down, etc. buttons.  Traditional PC-like deletion requires a press of the function key in addition to the ""delete"" key which is actually what we PC users know as the BACKSPACE key, ugh.3) As much as I love the trackpad, there is room for improvement particularly in the area of the multi-touch gestures.  It seems like it would be super easy to allow for some customization or even offer some pre-programmed convenience features like three-finger tap to cut/copy/paste, etc.  There are several apps that make this possible, which serves to indicate Apple's oversight here.4) File system organization and management takes a little getting used to coming from the Windows environment.  Also, I'm entirely out of my element with the Mac command line, and I suspect most long-time Windows users would be as well.5) Safari pretty much sucks.  I immediately installed Chrome and Firefox for testing purposes anyway but Chrome is my browser of choice.  One really frustrating thing though is that Chrome for Mac doesn't yet allow the option to open tabs from the browser bar when pressing enter like it does on the PC.6) The Mac OS runs an Apple-ized version of Java which hasn't necessarily given me any problems yet, but I am constantly getting warnings that I need to update Java when using programs like LogMeIn, GoToMeeting, and WebCT.  If I try to update Java, I get a warning that says it will overwrite Apple's Java (something I haven't had time to research yet to know whether it's good, bad, or neither).7) The aluminum casing is beautiful but is very easy to scratch and dent.  You'll want/need a cover/case/sleeve/etc.  I highly recommend theIncase Neoprene Sleeve For Macbook Air 13-Inch -  Black (CL57802).I was initially concerned that my work and school development workflow might be interrupted by going all Mac, but in reality, if anything, it's been bolstered because I absolutely am in love with this machine and since it's so portable, I take it everywhere!  If you're like me and you're torn over the decision because of the Windows development issue, you won't be sorry if you make this purchase.  Plus, Mac computers hold their value better than any other on the market so if you absolutely hate it (you won't), you can always take a (very) small loss by selling it back on Amazon or eBay.",5.0
1110566,B005CWJB5G,"I am a 43 year old lifetime PC user, and am writing this review using my Mac Air.  I still use my PC, mostly for gaming, and also for work, as we use all MS software for email, etc.  This laptop is great for portability, as I travelled home from CO to WA state with this instead of my ASUS gaming laptop this year.  Boy what a difference in bulk and weight.  As for whether Macs are a must for general PC users, I would have to say no.  But if you are on the fence, let me tell you what else I like about this little puppy compared to my PCs.Simplicity:  Learning to use a Mac effectively is kind of like knowing Spanglish, but wanting to speak fluent Spanish.  You will need to put some time and effort into it, but if you are familiar with the way computers work, it's not re-learning the system, more of a tweak to using it.  And once you do learn, Macs are far more simple and functional, with less options for doing things and more intuitive commands.Efficiency:  Just as the above reasons make a Mac easier to use, they also make things faster and more effective.  The lack of options translates into less decisions about how to tackle commands, navigating, and use of programs.  If you like being able to do one thing 10 different ways, and want to choose for yourself, then stick with a PC.  If you trust the Apple designers, and believe Apple knows what they are doing (after using a Mac, I for one do) then the Mac beats the PC for pure efficiency of time and key clicks.Portability:  Already covered up there at the top, but seriously, this thing is tiny.  I haven't had an issue with the size yet (13"" screen), but I do often find myself using the full screen mode when in browsing windows, and I haven't yet mastered navigating between them, so it's clunkier than on my PC, but I'm still learning my Spanish, so to speak.  People with a netbook or one of the newer thin laptops or the Surface will not find any advantage in using the Mac, other than perhaps computing power, but I have no experience with other comps this size, so I will leave that to someone else.Esthetics:  If you have a little extra jingle to throw around, and looks matter for your comp, apple is hard to beat.  My Air looks cool, and I do feel cool using it, even if it's only in my spare bedroom pretending to be a budding novelist (only a matter of time, and more effort than I'm putting in now :)  My sister recently acquired a Surface, and they are pretty slick as well, but I don't think they are quite the full functioning computer that a laptop is.  I may be wrong about that, and if they are, then the Esthetics advantage Apple holds may be in danger, as the Surface looks pretty slick.  Not quite as ""artsy"" but definitely cool from a high tech perspective.Bottom line:  It's a good investment for non-graphics user if you want to simplify your computer world, or you want full functionality in a very portable package. From what I've read, if you use graphics intensive programs, then the Mac is far and away the better product, but again, I will let someone more knowledgable than I speak about that.  Unless downloading pictures from my iPhone counts :0)",5.0
1110567,B005CWJB5G,"Both my Macbook Air and my wife's Macbook Pro have had major wireless connectivity issues for months. Connections will slow and drop regularly. Not in a minor way but with severe regularity. The Apple message boards are full of complaints about this issue, which seems to have been caused by so called upgrades to the Operating System. (Seems to. But Apple isn't clarifying anything.) My computer has 10.8 and my wife's is 10.6. Same problem. It occurs at home and on the road. I have had my cable service checked in detail. I have switched routers and switched back. The issue persists. My internet connectivity is perfect on ethernet, horrible on wireless. My aging Windows laptop works flawlessly on my home wireless network. The Macs do not, and Apple does not seem even to have acknowledged the problem.If you have a Mac and your wireless works ok, don't upgrade your OS. Don't upgrade your computer. And for goodness sake don't switch from Windows to Mac until this is resolved.Otherwise the Air and the Pro are excellent machines. But it's a huge otherwise.",1.0
1110568,B005CWJB5G,"I've had many Macs over the years but this is Air is amazing.  Upgraded from a MacBook Pro (mid 2010) and its way faster in every way.  It actually has me using my iPad (3rd gen) less which is surprising.  It's just so light and the screen and battery life are great.  Retina screen would be the only improvement but I still think thats 1 1/2 - 2 years away.  I purchased a 13"" i5 / 4GB / 256GB,  its plenty fast but I decided to return it and future proof a little with a custom build 8GB RAM and 2.0 GHZ i7 processor direct from Apple.  Cost a little more but I think it will also help with resell value.  I usually only keep my Macs for a little over 2 years before I sell.What ever model Air you get, there is a very high chance you will love it.",5.0
1110569,B005CWJB5G,"I bought my Apple MacBook Air MD231LL/A 13.3-Inch Laptop (NEWEST VERSION) one week ago and I love it!!! Best laptop I ever had. It's fast, super fast. Also I got the Sena 13"" Folio Case for MacBook Air to protect it. I'm really happy with my purchase!!!",5.0
1110570,B005CWJB5G,Overall the computer is excellent.  Boot times are excellent and incredibly lightweight.My only complaint is that the magnetic power adapter doesn't stay very well connected to the computer.  It seems like this could be better designed to avoid it casually falling out if you move the computer.  Very minor complaint but otherwise I am very happy.,5.0
1110571,B005CWJB5G,"Over priced, but otherwise great. If you are debating an IPad vs. MacBook Air, and you are a student spend the extra money on the Air. iPad does not have a mouse option and you would have to touch the screen for some functions even if you buy a wireless keyboard for it. Also the Air has the full function program of Pages, and you can buy Microsoft Office for it as well. I love how light it is also.",5.0
1110572,B005CWJB5G,"I needed a new Mac Airbook. I went to the student bookstore. With the educational discount, it ended up being $100 more expensive than ordering it on amazon. Hard to figure. Arrived safely and I am typing this review on it. The airbook has a few features I don't particularly like - programs that I had for free and which worked fine to do graphics editing on the old powerbook (system 10.5) don't work any more. Apple is like that sometimes. But overall, I am very happy with it.",5.0
1110573,B005CWJB5G,"I got the Yoga 13 from Lenovo and the Macbook Air 13, and I have used them for 6 months.  The Yoga 13 is ok, or ""good"", but the Macbook Air is the machine I *love*.  Everything makes sense.  It is light, quiet, the speakers are very good, the screen very good, the keyboard is very good.  It is one of the best computers I have used since 1982, for 31 years.  The PCs I have used, I may give the best one an 8.5 score out of 10.  And the Macbook Air, it is simply a 9.5 or above.",5.0
1110574,B005CWJB5G,"Very solid product, great performance. Super fast shipping from amazon as expected. I recommend for those who look for performance, beautiful design and apple enthusiastics.",5.0
